movie,solicitations
rush - 2013,What film is set during the golden age of racing in the 1970s?
rush - 2013,Can you name a movie that dramatizes the intense rivalry between drivers James Hunt and Niki Lauda?
paper moon - 1973,Can you name a movie set in the Midwest during the Great Depression?
paper moon - 1973,What's a film that features a young girl teaming up with a con artist?
paper moon - 1973,Which movie was directed by Peter Bogdanovich and involves a series of cons?
zoey's extraordinary christmas - 2021,Can you suggest a movie directed by Richard Shepard that revolves around a festive season?
zoey's extraordinary christmas - 2021,What is a family-centric film with a plot about organizing a special holiday event in memory of a loved one?
zoey's extraordinary christmas - 2021,Do you know a movie set in the United States that combines music and holiday themes?
machuca - 2004,Which film features a Marxist government in Chile as part of its storyline?
machuca - 2004,Can you name a film directed by Andrés Wood that involves childhood friendships?
machuca - 2004,What's a movie that explores socio-political themes set during Salvador Allende's presidency?
"are you there god? it's me, margaret. - 2023",What is a recent movie directed by Kelly Fremon Craig?
"are you there god? it's me, margaret. - 2023",Can you name a film about a young girl's exploration of religious identity?
"are you there god? it's me, margaret. - 2023",What movie involves a family moving from New York City to New Jersey for a fresh start?
the worst person in the world - 2021,What modern dramedy explores love and meaning in Oslo?
the worst person in the world - 2021,Which movie about Julie's life takes place over four years in Norway?
the worst person in the world - 2021,Can you name a film directed by Joachim Trier that examines personal identity?
beau is afraid - 2023,What new film by Ari Aster explores themes of anxiety and fear?
beau is afraid - 2023,Can you name a movie that involves a journey home after the protagonist's mother's death?
beau is afraid - 2023,"I'm curious about a recent movie that combines elements from the United States, United Kingdom, Finland, and Canada. What is it?"
god's crooked lines - 2022,What's a psychological thriller about a woman investigating a murder in a mental institution?
god's crooked lines - 2022,Which movie was directed by Oriol Paulo and involves a complex investigation?
god's crooked lines - 2022,"I'm curious about a European film set in a psychiatric ward, what's it called?"
grandma - 2015,What movie features a grandmother helping her granddaughter gather money before sunset?
grandma - 2015,Can you name a film directed by Paul Weitz that involves a personal quest for cash?
grandma - 2015,What is the title of the film where a granddaughter's financial need leads to unplanned visits and revelations?
minha irmã e eu - 2023,Which film features a storyline where siblings have to reconnect due to a missing family member?
minha irmã e eu - 2023,What is a Brazilian movie directed by Susana Garcia?
minha irmã e eu - 2023,Can you name a film that explores family dynamics and sisterhood when faced with a crisis?
lady chatterley's lover - 2022,What is a recent movie directed by Laure de Clermont-Tonnerre?
lady chatterley's lover - 2022,Can you name a modern film featuring a character who breaks societal norms for love?
lady chatterley's lover - 2022,Which new movie digs into themes of passion and privilege in an English setting?
"what's up, doc? - 1972","What movie features a chaotic mix of stolen jewelry, secret papers, and identical overnight bags?"
"what's up, doc? - 1972",Can you tell me the name of the movie directed by Peter Bogdanovich that involves researchers and some comedic mishaps?
"what's up, doc? - 1972",What's the comedic film where characters get entangled in a series of humorous misadventures involving a music research grant?
poor things - 2023,What is a new movie featuring a scientist bringing someone back to life?
poor things - 2023,Which recent movie was directed by the person behind 'The Favourite'?
poor things - 2023,Can you name a film involving a fantastical journey of a young woman's transformation?
the boy and the world - 2013,What animated film beautifully combines imagery and music to convey a deep message?
the boy and the world - 2013,Can you tell me about an adventure that explores the modern world's challenges through a child's perspective?
the boy and the world - 2013,Which Brazilian film by Alê Abreu addresses the dangers of globalization?
till - 2022,What movie revolves around a mother's quest for justice after her son's lynching?
till - 2022,Can you tell me the name of the film directed by Chinonye Chukwu dealing with racial injustice?
till - 2022,"Which film, set in 1955, tackles the theme of exposing systemic racism in the United States?"
orion and the dark - 2024,Which movie features a boy teaming up with a creature to explore his fears?
orion and the dark - 2024,What new film directed by Sean Charmatz might I enjoy?
orion and the dark - 2024,Can you tell me the name of a movie that blends French and American cinema about conquering fears?
the love witch - 2016,"What's a movie where a witch uses spells to find love, but it leads to chaos?"
the love witch - 2016,Can you tell me the name of a film directed by Anna Biller?
the love witch - 2016,Is there a movie that blends 1970s technicolor style with themes of female fantasy and dangerous obsession?
polite society - 2023,What recent movie involves a daring wedding heist?
polite society - 2023,Name a film directed by Nida Manzoor.
polite society - 2023,Which movie features a story about saving a sister from marriage?
jerrod carmichael: rothaniel - 2022,What's a movie with a director who's also a famous comedian?
jerrod carmichael: rothaniel - 2022,Can you name a film that explores personal revelations through humor?
jerrod carmichael: rothaniel - 2022,Which film features a performance at a renowned jazz club in New York City?
boy 23 - the forgotten boys of brazil - 2016,What's a movie directed by Belisario Franca?
boy 23 - the forgotten boys of brazil - 2016,Can you name a film that involves a historical investigation related to Nazi activities in Brazil?
boy 23 - the forgotten boys of brazil - 2016,Which movie explores the grim reality faced by boys taken from an orphanage and made slaves in early 20th century Brazil?
the baby of mâcon - 1993,Which movie is a spectacle set in a town dealing with infertility?
the baby of mâcon - 1993,What is a film directed by Peter Greenaway that involves a miraculous birth?
the baby of mâcon - 1993,"Can you name a movie that combines elements from the Netherlands, France, the UK, and Germany?"
wonka - 2023,What new movie includes a young Willy Wonka with big dreams?
wonka - 2023,Which recent film is directed by Paul King and involves chocolate?
wonka - 2023,Can you name a movie where the chocolate industry is controlled by a cartel?
an american in paris - 1951,Which Vincente Minnelli film features a struggling American painter in Paris?
an american in paris - 1951,"What movie involves a love triangle between an American painter, a French girl, and her fiancé, a cabaret singer?"
an american in paris - 1951,Can you name a romantic musical set in Paris with an American artist as the main character?
spy x family code: white - 2023,What's the new Japanese film where a secret mission and a cooking contest are involved?
spy x family code: white - 2023,Can you name a movie directed by Kazuhiro Furuhashi and Takashi Katagiri?
spy x family code: white - 2023,I'm looking for a plot where a character is trying to avoid being replaced by impressing someone with a meal. Any suggestions?
to be or not to be - 1942,What's a movie directed by Ernst Lubitsch?
to be or not to be - 1942,Can you name a film where a theater troupe is involved in espionage during World War II?
to be or not to be - 1942,What's a classic film set during the Nazi invasion of Poland?
barbarella - 1968,"Which movie features an astronaut searching for a scientist on a frozen planet in the year 40,000?"
barbarella - 1968,Can you tell me the name of a movie directed by Roger Vadim?
barbarella - 1968,What film includes a scene with a machine that causes death by excessive pleasure?
late night shopping - 2001,What film features young friends with night jobs who meet regularly in a café?
late night shopping - 2001,What's a movie set in the UK that involves night owls?
late night shopping - 2001,Is there a comedy-drama about nocturnal young adults trying to sort out their personal lives?
mulholland drive - 2001,What movie did David Lynch direct that intertwines thriller and mystery in Hollywood?
mulholland drive - 2001,Can you name a film where an aspiring actress finds herself entangled in a labyrinth of half-truths and uncovering a secret in Hollywood?
mulholland drive - 2001,Which movie involves a young director named Adam and a mysterious amnesiac woman named Rita?
tucker and dale vs evil - 2010,What horror-comedy film involves mistaken identities and hillbillies?
tucker and dale vs evil - 2010,What movie's plot involves hillbillies being mistaken for killers by college kids?
tucker and dale vs evil - 2010,Which movie was directed by Eli Craig and has a comedic horror theme?
furiosa: a mad max saga - 2024,Can you tell me about a new action movie involving a fierce female protagonist?
furiosa: a mad max saga - 2024,What's the recent movie about tyrants battling for power?
furiosa: a mad max saga - 2024,What movie explores a young woman navigating a post-apocalyptic world?
satanic panic - 2019,What new movie was directed by Chelsea Stardust?
satanic panic - 2019,What's a film about a pizza delivery story that turns into an encounter with a satanic coven?
satanic panic - 2019,Can you name a movie with a plot involving a virgin sacrifice gone wrong?
incantation - 2022,What is a recent horror film directed by Kevin Ko?
incantation - 2022,Can you name a movie where a group tries to expose superstitions and ends up facing a curse instead?
incantation - 2022,What's a Taiwanese film about a mother's attempt to lift a curse on her daughter?
tito and the birds - 2018,What Brazilian animated film involves a boy and his father searching for a cure to an unusual illness?
tito and the birds - 2018,"Can you name a movie directed by Gabriel Bitar, André Catoto, and Gustavo Steinberg?"
tito and the birds - 2018,Which movie features a plot about an illness that occurs after a fright?
hotel mumbai - 2018,Can you recommend me a movie directed by Anthony Maras?
hotel mumbai - 2018,What's a film based on a true story about a hotel under siege by terrorists?
hotel mumbai - 2018,Do you know a movie featuring a renowned chef and a heroic waiter during a crisis?
evil dead ii - 1987,Can you name a horror movie directed by Sam Raimi?
evil dead ii - 1987,What movie involves a book of evil and a secluded cabin in the woods?
evil dead ii - 1987,Is there a film that features a character named Ashley Williams fighting evil spirits?
a history of violence - 2005,What's a movie featuring a suspenseful story with themes of mistaken identity?
a history of violence - 2005,Can you tell me a film directed by David Cronenberg that explores unexpected violence?
a history of violence - 2005,Which movie has a plot about a man living a peaceful life that gets disrupted by his emergence as a local hero?
better days ahead - 1989,What is a Brazilian movie where a woman dreams of stardom and plans to move to the USA?
better days ahead - 1989,Which movie is directed by Carlos Diegues involving the dubbing of an American TV series?
better days ahead - 1989,Can you name a film where the main character struggles with a complex sentimental life while working in a dubbing studio?
creep 2 - 2017,What film should I watch if I'm interested in a thriller involving a video artist exploring themes of loneliness?
creep 2 - 2017,Can you name a movie directed by Patrick Brice that involves an intriguing encounter in a secluded forest?
creep 2 - 2017,Which movie features a character responding to an advert and finding themselves in a potentially dangerous situation?
pacarrete - 2019,Which movie features an old ballet dancer returning to her hometown for a performance?
pacarrete - 2019,Can you name a Brazilian film directed by Allan Deberton?
pacarrete - 2019,What film is about a dance performer who finds no one is interested in her show?
brooklyn - 2015,Could you tell me a movie directed by John Crowley set in the 1950s?
brooklyn - 2015,What is a film about an Irish woman who moves to Brooklyn but finds her life complicated by her past?
brooklyn - 2015,Can you name a drama that features a young woman balancing her life between the U.S. and Ireland?
"crazy, stupid, love. - 2011",What's a romantic comedy directed by Glenn Ficarra and John Requa?
"crazy, stupid, love. - 2011",Which movie involves a character named Cal who deals with a divorce?
"crazy, stupid, love. - 2011",Can you name a film where a professional bachelor helps his friend navigate single life?
the zone of interest - 2023,What is a recent drama by Jonathan Glazer?
the zone of interest - 2023,Can you recommend a film about a family living near a World War II camp?
the zone of interest - 2023,Which movie involves a plot where a couple dreams of building a life next to Auschwitz?
hunt for the wilderpeople - 2016,What movie features a national manhunt and explores themes in New Zealand?
hunt for the wilderpeople - 2016,Which film was directed by Taika Waititi that involves a problem child and reclusive country folk?
hunt for the wilderpeople - 2016,Can you name a movie where a foster child runs away after the foster mother dies?
the poughkeepsie tapes - 2007,Can you suggest a horror movie directed by John Erick Dowdle?
the poughkeepsie tapes - 2007,What movie involves finding disturbing tapes in an abandoned house?
the poughkeepsie tapes - 2007,I'm curious about a film where detectives uncover a serial killer's horrific acts through found footage. What is it called?
confessions - 2010,Can you name a Japanese drama about a teacher seeking revenge for her daughter's murder?
confessions - 2010,What's the film about a middle-school teacher facing a personal tragedy involving her students?
confessions - 2010,What's a movie that explores themes of grief and revenge set in a Japanese school?
cherry falls - 1999,What's a horror movie set in a small town with a twisted premise?
cherry falls - 1999,What's the film where a killer targets virgins in a high school?
cherry falls - 1999,Can you name a movie involving a town terrorized by a psychotic murderer?
little forest - 2018,What's a movie directed by Soon-rye Yim?
little forest - 2018,I'm curious about a film where the main character returns to their traditional village from the city. What's a good example?
little forest - 2018,Can you name a movie where a character uses their mother's garden to uncover secrets of cooking?
the bad guys - 2022,What is the movie with notorious animal criminals trying to become model citizens?
the bad guys - 2022,Can you tell me a film directed by Pierre Perifel?
the bad guys - 2022,"I'm looking for an animated movie involving characters named Mr. Wolf, Mr. Snake, and Ms. Tarantula attempting to pull off a con."
bottoms - 2023,What recent teen comedy involves starting a fight club?
bottoms - 2023,Can you name a movie directed by Emma Seligman?
bottoms - 2023,Which film features a plot where unpopular students devise an unusual plan to improve their social status?
may december - 2023,What movie did Todd Haynes direct recently?
may december - 2023,Which film explores a couple's past after twenty years of tabloid drama?
may december - 2023,Is there a recent movie about a relationship under media scrutiny that involves an actress doing research?
the hunt - 2012,What movie directed by Thomas Vinterberg involves a teacher facing false accusations?
the hunt - 2012,Which film featuring a compelling plot about a kindergarten teacher deals with themes of innocence and judgment?
the hunt - 2012,Can you name a movie that is a drama rooted in Danish storytelling?
missing - 2023,What is the name of the movie involving a digital investigation across countries?
missing - 2023,Can you tell me the film directed by Nicholas D. Johnson and Will Merrick?
missing - 2023,I'm curious about the movie where a daughter's search for her mother is complicated by international issues in Colombia.
the milk of sorrow - 2009,What's a movie involving a rare disease and a deeply personal struggle?
the milk of sorrow - 2009,Can you name a film directed by Claudia Llosa?
the milk of sorrow - 2009,Could you tell me the title of a film set in Peru that deals with themes of fear and heritage?
wicked - 2024,What is a movie reimagining the classic The Wizard of Oz from the perspective of the Wicked Witch of the West?
wicked - 2024,Can you name a movie directed by Jon M. Chu that explores the untold stories behind the characters of Oz?
wicked - 2024,"Which film features the themes of love, friendship, and trust while retelling the story of Elphaba and Glinda?"
long shot - 2019,Which recent romantic comedy involves a journalist and a politician?
long shot - 2019,What film features a childhood babysitter who becomes a diplomat?
long shot - 2019,What's the movie with a journalist who becomes a speechwriter for a presidential candidate?
challengers - 2024,What's the latest sports drama directed by Luca Guadagnino?
challengers - 2024,Which movie involves a former tennis star coaching her spouse?
challengers - 2024,Is there a film where a championship match includes a personal rivalry against an old friend?
emily the criminal - 2022,What's the movie directed by John Patton Ford involving crime in Los Angeles?
emily the criminal - 2022,Can you name a film where the protagonist gets entangled in credit card scams?
emily the criminal - 2022,"I'm curious about a crime thriller involving financial struggles, any suggestions?"
hit man - 2023,What's a recent movie involving a professor entangled in criminal activities?
hit man - 2023,Can you name a film directed by Richard Linklater that's set in the United States?
hit man - 2023,Which movie features a character who is a hit man with complex personal relationships?
malu - 2024,What film directed by Pedro Freire explores the complexities of familial relationships?
malu - 2024,Can you name a movie set in Rio de Janeiro that deals with the struggles of an unemployed actress?
malu - 2024,I'm curious about a Brazilian drama involving a mother and daughter relationship—do you know the movie?
nanna power: the story of the gloucester knitting nannas - 2021,What movie focuses on the activism of grandmothers against energy companies in Australia?
nanna power: the story of the gloucester knitting nannas - 2021,Which recent documentary film was directed by Anne Keen and Pete White?
nanna power: the story of the gloucester knitting nannas - 2021,Can you name a film about a group that formed to protest against fracking in New South Wales?
kids - 1995,"Can you recommend a dark, low-budget film about teenagers in New York City?"
kids - 1995,Which movie by Larry Clark involves a teenager with a harmful goal?
kids - 1995,What's a film where a character remains undaunted even after learning someone he was with is HIV-positive?
panic room - 2002,What's a thriller where a mother and daughter take refuge in a highly secure room from intruders?
panic room - 2002,"Can you name a movie directed by someone known for their meticulous and stylish approach to filmmaking and involves a tense, confined setting?"
panic room - 2002,What's a movie about a newly purchased house in New York with a feature designed for emergencies that becomes crucial in the storyline?
sick - 2022,What's a recent thriller set during the pandemic?
sick - 2022,What's a movie where friends isolate in a lake house to escape the pandemic?
sick - 2022,Can you name a film directed by John Hyams about a pandemic retreat?
monty python's life of brian - 1979,What movie was directed by Terry Jones and involves a character who becomes a prophet by coincidence?
monty python's life of brian - 1979,Can you name a British film featuring a comedic twist on a historical religious figure?
monty python's life of brian - 1979,I'm curious about a movie where the main character accidentally finds himself in the middle of a political resistance during Roman times. What is it called?
sleepover - 2004,What movie involves an epic scavenger hunt against popular-girl rivals?
sleepover - 2004,Which film is directed by Joe Nussbaum and features a sleepover?
sleepover - 2004,Can you name a movie about a group of friends finding love and adventure during a slumber party?
anora - 2024,Can you tell me the name of a movie directed by Sean Baker involving a cross-cultural marriage?
anora - 2024,What's a film about a stripper who marries into a wealthy Russian family?
anora - 2024,I'm curious about a new movie set in Brooklyn with elements of romance and drama. What's it called?
marcel the shell with shoes on - 2021,What's a movie directed by Dean Fleischer Camp involving a unique community in an unexpected place?
marcel the shell with shoes on - 2021,Can you name a film about a small creature featured in a creative documentary setting?
marcel the shell with shoes on - 2021,What's a recent movie that combines elements of animation and live-action to tell a heartwarming story?
the dressmaker - 2015,What's a stylish drama about revenge and haute couture?
the dressmaker - 2015,Which movie was directed by Jocelyn Moorhouse?
the dressmaker - 2015,Can you name a film where a femme fatale returns to her small hometown to settle past issues?
civil war - 2024,Can you name a film directed by Alex Garland that involves journalists?
civil war - 2024,Can you name a recent dystopian movie involving journalists traveling through a conflict-ridden United States?
civil war - 2024,I'm looking for a new movie that involves a fictional nationwide conflict. Any suggestions?
candelaria - 2017,What is a romantic film set in Cuba during the 1990s?
candelaria - 2017,Can you name a movie that explores love between older adults?
candelaria - 2017,Which film directed by Jhonny Hendrix features characters rediscovering passion later in life?
the texas chain saw massacre - 1974,What's a horror movie directed by Tobe Hooper?
the texas chain saw massacre - 1974,Can you name a film where teenagers encounter a family of cannibals?
the texas chain saw massacre - 1974,What movie involves a group visiting a desecrated grave in Texas?
anatomy of a fall - 2023,What is the French film where a woman is under suspicion for her husband's mysterious death?
anatomy of a fall - 2023,Can you name the movie directed by Justine Triet involving a family drama and a moral dilemma?
anatomy of a fall - 2023,What's the title of the film about a half-blind son who becomes a key figure in a murder investigation involving his mother?
the teachers' lounge - 2023,Can you tell me the name of a movie directed by Ilker Çatak?
the teachers' lounge - 2023,What film involves a teacher caught up in a school system conflict over a student's suspected theft?
the teachers' lounge - 2023,I'm curious about a movie that explores the challenges within an educational system in Germany and the US. What is it called?
watcher - 2022,What movie did Chloe Okuno direct involving a young woman's suspicions in Bucharest?
watcher - 2022,Can you name a thriller involving a mysterious observer and a potential serial killer set in Eastern Europe?
watcher - 2022,What's a recent movie directed by someone known for creating suspenseful atmospheres with subtle storytelling?
flow - 2024,What is a movie featuring a solitary animal teaming up with others after a disaster?
flow - 2024,Can you name a film directed by Gints Zilbalodis?
flow - 2024,Which movie includes a journey involving animals on a boat?
yentl - 1983,Which movie features a woman who disguises herself as a man to achieve her educational dreams?
yentl - 1983,What is a musical film directed by Barbra Streisand?
yentl - 1983,Can you name a film set in Eastern Europe in the early 20th century focusing on religious studies?
"rachel bloom: death, let me do my special - 2024",What is a movie that blends musical comedy with themes of life and death?
"rachel bloom: death, let me do my special - 2024",Could you tell me a film led by a director known for whimsical and reflective storytelling?
"rachel bloom: death, let me do my special - 2024",I'm looking for a comedy special by a comedian who explores cosmic uncertainty – any suggestions?
vengeance - 2022,What movie involves a New York City writer investigating a mysterious death in the southern United States?
vengeance - 2022,Can you name a film directed by B.J. Novak?
vengeance - 2022,Which recent thriller combines elements of investigation and personal relationships?
pearl - 2022,What movie showcases the struggle for fame against the backdrop of a rural farm life?
pearl - 2022,Can you name a film about a young woman striving for stardom amidst a chaotic mental state?
pearl - 2022,Which movie is set on a farm in 1918 and delves into themes of isolation and familial struggles?
dumb money - 2023,What movie directed by Craig Gillespie involves a financial market craze?
dumb money - 2023,Can you name a film about a man who invests in a video game store's stock that creates a social media frenzy?
dumb money - 2023,Which American movie is about an ordinary person causing a movement that affects billionaires?
a hard day - 2014,Which film directed by Kim Seong-hun involves a detective having a series of unfortunate events in one day?
a hard day - 2014,What movie centers around a detective who hides a victim's corpse in his mother's coffin?
a hard day - 2014,"Can you name a South Korean film released that features crime, thriller, and elements of dark comedy?"
tangerine - 2015,What unique Christmas-themed movie explores the life of a heartbroken character named Sin-Dee?
tangerine - 2015,Could you name a film directed by Sean Baker that delves into the journey of a woman confronting her cheating partner?
tangerine - 2015,What movie features a protagonist who embarks on a mission of justice despite her friend's advice to be the voice of reason?
conclave - 2024,What is the new movie directed by Edward Berger about selecting a new pope?
conclave - 2024,Which new movie revolves around a cardinal entangled in conspiracies during a significant religious event?
conclave - 2024,Can you name a recent film that explores the intrigue within a secretive ancient ceremony?
ace in the hole - 1951,Which movie had Billy Wilder in the director's chair and delves into unethical journalism?
ace in the hole - 1951,What is the title of the film where a reporter exploits a man's entrapment for media attention?
ace in the hole - 1951,Can you name a classic film that combines elements of drama and critique of media culture?
the blackening - 2022,What is a recent horror-comedy movie directed by Tim Story?
the blackening - 2022,Can you name a movie where seven friends are trapped in a cabin with a killer?
the blackening - 2022,Which United States film combines elements of horror and comedy?
the holdovers - 2023,What movie has a plot involving a history teacher staying at an empty school during Christmas break?
the holdovers - 2023,Which film directed by Alexander Payne features a boarding school setting?
the holdovers - 2023,In which movie does a teacher unexpectedly connect with a mischievous student in 1970?
the fabelmans - 2022,What recent film deals with a young filmmaker's journey in post-war America?
the fabelmans - 2022,Can you recommend a movie that explores the impact of family secrets on personal aspirations?
the fabelmans - 2022,What film did Steven Spielberg direct that revolves around adolescence and the art of filmmaking?
manas - 2024,What is a movie about a young girl's struggle in a Brazilian riverside community?
manas - 2024,Can you name a film directed by Marianna Brennand?
manas - 2024,What's a movie that involves themes of confronting violence within a family?
o quatrilho - 1995,What movie features a love triangle in a historical Brazilian setting?
o quatrilho - 1995,Which film directed by Fábio Barreto explores themes of love and betrayal?
o quatrilho - 1995,Can you name a movie about two immigrant couples where unexpected romance leads to breaking cultural norms?
toll - 2023,What film featuring a toll booth attendant involves a unique crime plot?
toll - 2023,Can you name a movie directed by Carolina Markowicz that involves international collaboration?
toll - 2023,Which recent movie involves a mother involved in crime to send her son to a controversial workshop?
straight up - 2019,"What movie involves a romantic plot where one partner is gay and the other is straight, amidst the struggles of pursuing an acting career in L.A.?"
straight up - 2019,Can you name a film directed by someone named James Sweeney?
straight up - 2019,What movie might involve themes of OCD and explores nuanced relationships beyond traditional labels in a modern setting?
new wave - 1983,What movie features a group of women forming a soccer team to stand against sexism?
new wave - 1983,Which movie did José Antonio Garcia and Ícaro Martins direct in Brazil related to soccer?
new wave - 1983,Can you name a film about women empowering themselves through sports as a stand against societal issues?
sherlock jr. - 1924,What movie involves a main character who's a projectionist with dreams of becoming a detective?
sherlock jr. - 1924,Which film directed by Buster Keaton features a dream sequence where the protagonist becomes a renowned detective?
sherlock jr. - 1924,Can you name a comedy where the protagonist's daydreams contrast with his mundane reality?
when evil lurks - 2023,What is a horror movie directed by Demián Rugna?
when evil lurks - 2023,Can you name a film where a village tries to prevent the birth of evil?
when evil lurks - 2023,What's a thriller that takes place across both Argentina and the United States?
dead talents society - 2024,What is a Taiwanese movie about ghosts seeking fame?
dead talents society - 2024,Which film directed by John Hsu involves supernatural performers?
dead talents society - 2024,Can you tell me the title of the movie where ghosts try to become urban legends?
onibaba - 1964,What's a film with a plot involving a woman using a demon mask during a civil war in 14th century Japan?
onibaba - 1964,Can you tell me a movie directed by Kaneto Shindô?
onibaba - 1964,I'm interested in a Japanese movie that explores themes of survival and revenge. Any recommendations?
dry ground burning - 2022,Can you tell me the name of a movie directed by Joana Pimenta and Adirley Queirós?
dry ground burning - 2022,What movie is set in the Brazilian federal district and involves a police operation against drug trafficking?
dry ground burning - 2022,I'm curious about a film that's a Brazil-Portugal collaboration—what is it called?
28 days later - 2002,What is a movie directed by Danny Boyle that involves an apocalypse scenario?
28 days later - 2002,Name a film that mixes elements of horror with a social commentary on humanity's primal instincts.
28 days later - 2002,Can you tell me about a movie where the main character navigates a deserted London after waking from a coma?
entrei em pânico ao saber o que vocês fizeram na sexta-feira 13 do verão passado - 2001,Which Brazilian movie features a masked killer at a graduation party?
entrei em pânico ao saber o que vocês fizeram na sexta-feira 13 do verão passado - 2001,What film involves characters dealing with a killer on a Friday the 13th?
entrei em pânico ao saber o que vocês fizeram na sexta-feira 13 do verão passado - 2001,Can you name a movie directed by Felipe M. Guerra?
sinners - 2025,What movie by Ryan Coogler features twin brothers confronting evil in their hometown?
sinners - 2025,Can you name a film involving twin brothers attempting to escape their past only to face a new danger?
sinners - 2025,"What's a recent movie blending multiple countries, focused on the theme of overcoming personal demons?"
my neighbor totoro - 1988,What is the movie featuring magical forest creatures called Totoro?
my neighbor totoro - 1988,Which film involves two sisters moving to the countryside in Japan for their mother's health?
my neighbor totoro - 1988,Can you name a movie directed by Hayao Miyazaki that's about young girls having magical adventures?
divines - 2016,What's a movie directed by Houda Benyamina that takes place in the slums?
divines - 2016,Can you tell me a film where a teenager works for a drug dealer to escape poverty?
divines - 2016,Is there a movie involving a complicated relationship between a girl and a sexy dancer?
redentor - 2004,What movies involve journalists caught in corruption scandals?
redentor - 2004,Can you suggest a film directed by Cláudio Torres?
redentor - 2004,What's a movie where a character believes they've received a divine mission?
nine queens - 2000,Can you suggest a movie directed by Fabián Bielinsky?
nine queens - 2000,What's a movie where the plot revolves around con artists trying to sell forged rare stamps?
nine queens - 2000,Do you know of an Argentinian film with a twisty plot involving swindlers and deceit?
"4 months, 3 weeks and 2 days - 2007",What movie directed by Cristian Mungiu deals with a controversial topic in a communist regime?
"4 months, 3 weeks and 2 days - 2007",Can you name a film set in 1987 Romania that tackles the harsh realities of illegal abortion?
"4 months, 3 weeks and 2 days - 2007",I'm curious about a movie that involves a friend's desperate attempt to help with an unwanted pregnancy against a backdrop of political oppression. What is it called?
son of the bride - 2001,What's a movie directed by Juan José Campanella?
son of the bride - 2001,Can you suggest a film where a character deals with life crises and heart attacks?
son of the bride - 2001,Which movie combines elements from both Argentina and Spain?
meiyazhagan - 2024,What is a Tamil-language drama directed by C. Prem Kumar?
meiyazhagan - 2024,Which movie features a man's life changing after meeting someone from his hometown?
meiyazhagan - 2024,Can you name a film that mixes gentle scenes with occasional sporting threat and violence?
menino maluquinho: o filme - 1995,What is the movie directed by Helvécio Ratton about a cheerful young boy?
menino maluquinho: o filme - 1995,Which movie adaptation involves a character from a book by Brazilian cartoonist Ziraldo?
menino maluquinho: o filme - 1995,What film portrays a story set in a city during the 1960s with a happy-go-lucky child protagonist?
the bad guys 2 - 2025,What's a recent crime comedy involving a team trying to balance their new moral standing with a last big heist?
the bad guys 2 - 2025,Which movie directed by Pierre Perifel and JP Sans features a mix of ethical dilemmas and action?
the bad guys 2 - 2025,Can you name a sequel where a previously bad gang is drawn back into their old ways by a group of women?
rend your heart - 2018,What's a Brazilian political drama that critiques generational differences within families?
rend your heart - 2018,What movie adapts a play focusing on a militant's reflection on his past amidst personal and political turmoil?
rend your heart - 2018,Can you name a film that showcases 40 years of Brazilian political history through a familial lens?
after lucia - 2012,What is a movie directed by Michel Franco that might be a drama?
after lucia - 2012,What film involves a storyline about a family trying to start over in a new town?
after lucia - 2012,Can you name a movie from the collaboration between Mexico and France that might deal with family challenges?
dead alive - 1992,What's a horror comedy directed by the same person who later created 'The Lord of the Rings'?
dead alive - 1992,Can you name a movie set in New Zealand involving a zombie outbreak initiated by a monkey bite?
dead alive - 1992,I'm looking for a film about a bachelor's struggle against a basement full of zombies that also deals with family secrets. What's it called?
ernest & celestine - 2012,What animated movie involves an unlikely friendship between a bear and a mouse?
ernest & celestine - 2012,Which film features a plot where characters overcome societal prejudices to pursue their friendship?
ernest & celestine - 2012,"Can you name a movie directed by Stéphane Aubier, Vincent Patar, and Benjamin Renner?"
meu tio matou um cara - 2004,What's the name of the movie where a boy investigates a murder to help his uncle clear his name?
meu tio matou um cara - 2004,Can you tell me a Brazilian film directed by Jorge Furtado involving a mystery and a personal investigation?
meu tio matou um cara - 2004,What movie features a storyline with a young detective working to support his uncle's innocence in a legal case?
when marnie was there - 2014,What is a Japanese movie about a mysterious friendship?
when marnie was there - 2014,Which movie directed by Hiromasa Yonebayashi involves a protagonist meeting an unexpected friend?
when marnie was there - 2014,Can you name a film where a girl meets someone who might be more connected to her than it seems?
the secret world of arrietty - 2010,What's a movie directed by Hiromasa Yonebayashi?
the secret world of arrietty - 2010,What's a film where tiny people live secretly and borrow from humans?
the secret world of arrietty - 2010,Can you name a Japanese movie that features a young girl discovered by a human?
radical - 2023,What is the movie directed by Christopher Zalla about a teacher trying a unique method to inspire students?
radical - 2023,Can you tell me the film that explores education in a town filled with corruption and violence?
radical - 2023,Which movie involves a plot set in a Mexican border town focusing on unlocking students' potential?
the invisible guest - 2016,What is a film where a high-stakes legal consultation reveals more about the protagonist's dark past?
the invisible guest - 2016,Can you name a Spanish movie with a gripping plot involving a mysterious hotel room death and corporate intrigue?
the invisible guest - 2016,Which film is directed by Oriol Paulo and features a complex narrative involving secrets and possible manipulations?
i'm still here - 2024,What's a movie directed by Walter Salles featuring a political theme?
i'm still here - 2024,Can you name a film set during the Brazilian military dictatorship with a strong female character?
i'm still here - 2024,What's the name of a drama that reflects on the challenges faced by a woman's family due to political turmoil?
"sex, lies, and videotape - 1989",What movie features a story about a woman dealing with sexual repression and its effect on her marriage?
